query_text	PMid	title	source	time_article_has_been_cited	pubdate
medulloblastoma AND expression AND CREBBP[Gene]	18599546	Temporal recruitment of transcription factors at the 3',5'-cyclic adenosine 5'-monophosphate-response element of the human GnRH-II promoter.	Endocrinology	1	2008 Oct
medulloblastoma AND expression AND CTCF[Gene]	1	Integrating role of T antigen, Rb2/p130, CTCF and BORIS in mediating non-canonical endoplasmic reticulum-dependent death pathways triggered by chronic ER stress in mouse medulloblastoma.	Cell Cycle	3	2012 May 1
medulloblastoma AND expression AND CUX1[Gene]	1	The transcription factor Cux1 in cerebellar granule cell development and medulloblastoma pathogenesis.	Cerebellum	1	2014 Dec
medulloblastoma AND expression AND DAXX[Gene]	1	Microarray-based screening for molecular markers in medulloblastoma revealed STK15 as independent predictor for survival.	Cancer Res	33	2004 May 1
medulloblastoma AND expression AND DDX3X[Gene]	24608801	RNA binding protein-mediated post-transcriptional gene regulation in medulloblastoma.	Mol Cells	8	2014 May
medulloblastoma AND expression AND DDX3X[Gene]	25043297	DDX3 modulates cell adhesion and motility and cancer cell metastasis via Rac1-mediated signaling pathway.	Oncogene	33	2015 May 21
medulloblastoma AND expression AND DDX3X[Gene]	22832583	Dissecting the genomic complexity underlying medulloblastoma.	Nature	287	2012 Aug 2
medulloblastoma AND expression AND DDX3X[Gene]	24651015	Genome sequencing of SHH medulloblastoma predicts genotype-related response to smoothened inhibition.	Cancer Cell	171	2014 Mar 17
medulloblastoma AND expression AND DDX3X[Gene]	25724843	Cancer-associated mutants of RNA helicase DDX3X are defective in RNA-stimulated ATP hydrolysis.	J Mol Biol	15	2015 May 8
medulloblastoma AND expression AND DDX3X[Gene]	27058758	Medulloblastoma-associated DDX3 variant selectively alters the translational response to stress.	Oncotarget	13	2016 May 10
medulloblastoma AND expression AND DDX3X[Gene]	27180681	Cancer-associated DDX3X mutations drive stress granule assembly and impair global translation.	Sci Rep	12	2016 May 16
medulloblastoma AND expression AND DDX3X[Gene]	26598523	Autoinhibitory Interdomain Interactions and Subfamily-specific Extensions Redefine the Catalytic Core of the Human DEAD-box Protein DDX3.	J Biol Chem	10	2016 Jan 29
medulloblastoma AND expression AND DDX3X[Gene]	29582169	Medulloblastoma, WNT-activated/SHH-activated: clinical impact of molecular analysis and histogenetic evaluation.	Childs Nerv Syst		2018 May
medulloblastoma AND expression AND DICER1[Gene]	25978641	Fibroblast Growth Factor 9 Regulation by MicroRNAs Controls Lung Development and Links DICER1 Loss to the Pathogenesis of Pleuropulmonary Blastoma.	PLoS Genet	5	2015 May
medulloblastoma AND expression AND DICER1[Gene]	25910616	MicroRNAs Promote Granule Cell Expansion in the Cerebellum Through Gli2.	Cerebellum	4	2015 Dec
medulloblastoma AND expression AND DICER1[Gene]	26773048	MicroRNA Biogenesis and Hedgehog-Patched Signaling Cooperate to Regulate an Important Developmental Transition in Granule Cell Development.	Genetics	3	2016 Mar
medulloblastoma AND expression AND DICER1[Gene]	27600805	Dicer1 Ablation Impairs Responsiveness of Cerebellar Granule Neuron Precursors to Sonic Hedgehog and Disrupts Expression of Distinct Cell Cycle Regulator Genes.	Cerebellum		2017 Apr
medulloblastoma AND expression AND DNMT3A[Gene]	29861161	MLL4 Is Required to Maintain Broad H3K4me3 Peaks and Super-Enhancers at Tumor Suppressor Genes.	Mol Cell	9	2018 Jun 7
medulloblastoma AND expression AND DNMT3A[Gene]	27543768	High expression of DNA methyltransferases in primary human medulloblastoma.	Folia Neuropathol	1	2016
medulloblastoma AND expression AND DROSHA[Gene]	25978641	Fibroblast Growth Factor 9 Regulation by MicroRNAs Controls Lung Development and Links DICER1 Loss to the Pathogenesis of Pleuropulmonary Blastoma.	PLoS Genet	5	2015 May
medulloblastoma AND expression AND DROSHA[Gene]	25910616	MicroRNAs Promote Granule Cell Expansion in the Cerebellum Through Gli2.	Cerebellum	4	2015 Dec
medulloblastoma AND expression AND DROSHA[Gene]	26773048	MicroRNA Biogenesis and Hedgehog-Patched Signaling Cooperate to Regulate an Important Developmental Transition in Granule Cell Development.	Genetics	3	2016 Mar
medulloblastoma AND expression AND DROSHA[Gene]	27600805	Dicer1 Ablation Impairs Responsiveness of Cerebellar Granule Neuron Precursors to Sonic Hedgehog and Disrupts Expression of Distinct Cell Cycle Regulator Genes.	Cerebellum		2017 Apr
medulloblastoma AND expression AND EPAS1[Gene]	1	HIF1A is Overexpressed in Medulloblastoma and its Inhibition Reduces Proliferation and Increases EPAS1 and ATG16L1 Methylation.	Curr Cancer Drug Targets	3	2018
medulloblastoma AND expression AND ERBB4[Gene]	19017278	Real-time quantitative polymerase chain reaction (qPCR) analysis with fluorescence resonance energy transfer (FRET) probes reveals differential expression of the four ERBB4 juxtamembrane region variants between medulloblastoma and pilocytic astrocytoma.	Neuropathol Appl Neurobiol	6	2009 Aug
medulloblastoma AND expression AND ERBB4[Gene]	17308352	Suppressors of hedgehog signaling: Linking aberrant development of neural progenitors and tumorigenesis.	Mol Neurobiol	6	2006 Dec
medulloblastoma AND expression AND ERBB4[Gene]	16097449	Epidermal growth factor receptor (EGFR) expression in childhood brain tumors.	In Vivo	6	2005 Sep-Oct
medulloblastoma AND expression AND ERBB4[Gene]	30205043	Aberrant ERBB4-SRC Signaling as a Hallmark of Group 4 Medulloblastoma Revealed by Integrative Phosphoproteomic Profiling.	Cancer Cell	5	2018 Sep 10
medulloblastoma AND expression AND ERBB4[Gene]	9242460	Prognostic significance of HER2 and HER4 coexpression in childhood medulloblastoma.	Cancer Res	44	1997 Aug 1
medulloblastoma AND expression AND ERBB4[Gene]	17183845	Does c-erbB-2 expression have a role in medulloblastoma prognosis?	Indian J Pathol Microbiol	3	2006 Oct
medulloblastoma AND expression AND ERBB4[Gene]	16842254	Expression of c-erbB-4 in medulloblastoma and its correlation with prognosis.	Histopathology	3	2006 Jul
medulloblastoma AND expression AND ERBB4[Gene]	16878160	Alternative splicing of the ErbB-4 cytoplasmic domain and its regulation by hedgehog signaling identify distinct medulloblastoma subsets.	Oncogene	24	2006 Nov 23
medulloblastoma AND expression AND ERBB4[Gene]	9731505	Expression of the ErbB-neuregulin signaling network during human cerebellar development: implications for the biology of medulloblastoma.	Cancer Res	18	1998 Sep 1
medulloblastoma AND expression AND ERBB4[Gene]	11391800	Novel ERBB4 juxtamembrane splice variants are frequently expressed in childhood medulloblastoma.	Genes Chromosomes Cancer	16	2001 Jul
medulloblastoma AND expression AND ERCC4[Gene]	1	Multiple DNA repair mechanisms and alkylator resistance in the human medulloblastoma cell line D-283 Med (4-HCR).	Cancer Chemother Pharmacol	5	1999
medulloblastoma AND expression AND EZH2[Gene]	28536141	MELK and EZH2 Cooperate to Regulate Medulloblastoma Cancer Stem-like Cell Proliferation and Differentiation.	Mol Cancer Res	7	2017 Sep
medulloblastoma AND expression AND EZH2[Gene]	24264533	Epigenetic repression of the dopamine receptor D4 in pediatric tumors of the central nervous system.	J Neurooncol	7	2014 Jan
medulloblastoma AND expression AND EZH2[Gene]	29644394	Genomic analysis reveals secondary glioblastoma after radiotherapy in a subset of recurrent medulloblastomas.	Acta Neuropathol	4	2018 Jun
medulloblastoma AND expression AND EZH2[Gene]	23190500	Inhibition of EZH2 suppresses self-renewal and induces radiation sensitivity in atypical rhabdoid teratoid tumor cells.	Neuro Oncol	34	2013 Feb
medulloblastoma AND expression AND EZH2[Gene]	22287205	Targeting the enhancer of zeste homologue 2 in medulloblastoma.	Int J Cancer	25	2012 Oct 15
medulloblastoma AND expression AND EZH2[Gene]	22696229	EZH2-regulated DAB2IP is a medulloblastoma tumor suppressor and a positive marker for survival.	Clin Cancer Res	22	2012 Aug 1
medulloblastoma AND expression AND EZH2[Gene]	28329683	Inactivation of Ezh2 Upregulates Gfi1 and Drives Aggressive Myc-Driven Group 3 Medulloblastoma.	Cell Rep	15	2017 Mar 21
medulloblastoma AND expression AND EZH2[Gene]	23179372	OTX2 sustains a bivalent-like state of OTX2-bound promoters in medulloblastoma by maintaining their H3K27me3 levels.	Acta Neuropathol	14	2013 Mar
medulloblastoma AND expression AND EZH2[Gene]	24710217	The landscape of somatic mutations in epigenetic regulators across 1,000 paediatric cancer genomes.	Nat Commun	111	2014 Apr 8
medulloblastoma AND expression AND EZH2[Gene]	29108280	Trimethylation of H3K27 during human cerebellar development in relation to medulloblastoma.	Oncotarget	1	2017 Oct 3
medulloblastoma AND expression AND EZH2[Gene]	30632221	Inhibition of enhancer of zest homologue 2 is a potential therapeutic target for high-MYC medulloblastoma.	Neuropathology		2019 Apr
medulloblastoma AND expression AND FAS[Gene]	22406992	Sorafenib and HDAC inhibitors synergize to kill CNS tumor cells.	Cancer Biol Ther	9	2012 May
medulloblastoma AND expression AND FAS[Gene]	21824652	The intracellular uptake of CD95 modified paclitaxel-loaded poly(lactic-co-glycolic acid) microparticles.	Biomaterials	8	2011 Nov
medulloblastoma AND expression AND FAS[Gene]	15586236	Ectopic expression of Par-4 leads to induction of apoptosis in CNS tumor cell lines.	Int J Oncol	8	2005 Jan
medulloblastoma AND expression AND FAS[Gene]	9458162	A rapid and sensitive protocol for competitive reverse transcriptase (cRT) PCR analysis of cellular genes.	Brain Pathol	8	1998 Jan
medulloblastoma AND expression AND FAS[Gene]	15182955	Differential regulation of CYP1A1 and CYP1B1 expression in resveratrol-treated human medulloblastoma cells.	Neurosci Lett	7	2004 Jun 17
medulloblastoma AND expression AND FAS[Gene]	11584892	Ex vivo pediatric brain tumors express Fas (CD95) and FasL (CD95L) and are resistant to apoptosis induction.	Neuro Oncol	7	2001 Oct
medulloblastoma AND expression AND FAS[Gene]	19633536	Camptothecin and Fas receptor agonists synergistically induce medulloblastoma cell death: ROS-dependent mechanisms.	Anticancer Drugs	6	2009 Oct
medulloblastoma AND expression AND FAS[Gene]	24037645	Apoptosis-related gene expression in glioblastoma (LN-18) and medulloblastoma (Daoy) cell lines.	Hum Cell	5	2013 Dec
medulloblastoma AND expression AND FAS[Gene]	17372745	Human parathyroid hormone-related protein and human parathyroid hormone receptor type 1 are expressed in human medulloblastomas and regulate cell proliferation and apoptosis in medulloblastoma-derived cell lines.	Acta Neuropathol	4	2007 Aug
medulloblastoma AND expression AND FAS[Gene]	11750844	Loss of caspase-8 mRNA expression is common in childhood primitive neuroectodermal brain tumour/medulloblastoma.	Eur J Cancer	21	2002 Jan
medulloblastoma AND expression AND FAS[Gene]	11204498	The role of apoptosis in normal ontogenesis and solid human neoplasms.	In Vivo	2	2000 Nov-Dec
medulloblastoma AND expression AND FAS[Gene]	10639592	All-trans retinoic acid modulates fas expression and enhances chemosensitivity of human medulloblastoma cells.	Int J Mol Med	2	2000 Feb
medulloblastoma AND expression AND FAS[Gene]	19148581	Reactivation of death receptor 4 (DR4) expression sensitizes medulloblastoma cell lines to TRAIL.	J Neurooncol	15	2009 Jul
medulloblastoma AND expression AND FAS[Gene]	14583387	Resveratrol promotes differentiation and induces Fas-independent apoptosis of human medulloblastoma cells.	Neurosci Lett	15	2003 Nov 13
medulloblastoma AND expression AND FAS[Gene]	14968374	Lymphokine activated killer cells from umbilical cord blood show higher antitumor effect against anaplastic astrocytoma cell line (U87) and medulloblastoma cell line (TE671) than lymphokine activated killer cells from peripheral blood.	Childs Nerv Syst	1	2004 Mar
medulloblastoma AND expression AND FAS[Gene]	10652626	Fas (APO-1, CD95) receptor expression and new options for immunotherapy in childhood medulloblastomas.	Anticancer Res	1	1999 Jul-Aug
medulloblastoma AND expression AND FAS[Gene]	11776585	[Retinoic acid enhances chemosensitivity of medulloblastoma cells in vitro and its potential mechanism].	Zhonghua Zhong Liu Za Zhi		2000 Jan
medulloblastoma AND expression AND FAS[Gene]	9683272	CD95 ligand-induced apoptosis of human medulloblastoma cells.	Cancer Lett		1998 Jun 19
medulloblastoma AND expression AND FAT1[Gene]	1	The expression of FAT1 is associated with overall survival in children with medulloblastoma.	Tumori		2017 Jan 21
medulloblastoma AND expression AND FOXO1[Gene]	26977882	HDAC and PI3K Antagonists Cooperate to Inhibit Growth of MYC-Driven Medulloblastoma.	Cancer Cell	43	2016 Mar 14
medulloblastoma AND expression AND FOXO1[Gene]	19787258	Impaired medulloblastoma cell survival following activation of the FOXO1 transcription factor.	Int J Oncol	2	2009 Nov
medulloblastoma AND expression AND FOXO3[Gene]	1	Impact of miRNA-mRNA Profiling and Their Correlation on Medulloblastoma Tumorigenesis.	Mol Ther Nucleic Acids	1	2018 Sep 7
medulloblastoma AND expression AND GPC3[Gene]	1	Expression of glypican 3 (GPC3) in embryonal tumors.	Int J Cancer	24	2000 Sep 20
medulloblastoma AND expression AND HOXA9[Gene]	1	Differentially expressed genes are marked by histone 3 lysine 9 trimethylation in human cancer cells.	Oncogene	46	2008 Apr 10
medulloblastoma AND expression AND JAK1[Gene]	1	Downregulation of microRNA-431 by human interferon-β inhibits viability of medulloblastoma and glioblastoma cells via upregulation of SOCS6.	Int J Oncol	9	2014 May
medulloblastoma AND expression AND KDM6A[Gene]	28415684	The long noncoding RNA linc-NeD125 controls the expression of medulloblastoma driver genes by microRNA sponge activity.	Oncotarget	9	2017 May 9
medulloblastoma AND expression AND KDM6A[Gene]	22832583	Dissecting the genomic complexity underlying medulloblastoma.	Nature	287	2012 Aug 2
medulloblastoma AND expression AND KDM6A[Gene]	23179372	OTX2 sustains a bivalent-like state of OTX2-bound promoters in medulloblastoma by maintaining their H3K27me3 levels.	Acta Neuropathol	14	2013 Mar
medulloblastoma AND expression AND KDM6A[Gene]	24710217	The landscape of somatic mutations in epigenetic regulators across 1,000 paediatric cancer genomes.	Nat Commun	111	2014 Apr 8
medulloblastoma AND expression AND KDM6A[Gene]	29108280	Trimethylation of H3K27 during human cerebellar development in relation to medulloblastoma.	Oncotarget	1	2017 Oct 3
medulloblastoma AND expression AND KDM6A[Gene]	29785653	Valproic acid treatment response in vitro is determined by TP53 status in medulloblastoma.	Childs Nerv Syst		2018 Aug
medulloblastoma AND expression AND KLF4[Gene]	1	Genetic and epigenetic inactivation of Kruppel-like factor 4 in medulloblastoma.	Neoplasia	24	2010 Jan
medulloblastoma AND expression AND KMT2D[Gene]	29861161	MLL4 Is Required to Maintain Broad H3K4me3 Peaks and Super-Enhancers at Tumor Suppressor Genes.	Mol Cell	9	2018 Jun 7
medulloblastoma AND expression AND KMT2D[Gene]	22832583	Dissecting the genomic complexity underlying medulloblastoma.	Nature	287	2012 Aug 2
medulloblastoma AND expression AND LEF1[Gene]	11521197	Involvement of Wnt signaling pathway in murine medulloblastoma induced by human neurotropic JC virus.	Oncogene	16	2001 Aug 9
medulloblastoma AND expression AND LEF1[Gene]	27834469	The expression of FAT1 is associated with overall survival in children with medulloblastoma.	Tumori		2017 Jan 21
medulloblastoma AND expression AND MAP3K1[Gene]	1	Mitogen-activated kinase kinase kinase 1 inhibits hedgehog signaling and medulloblastoma growth through GLI1 phosphorylation.	Int J Oncol	4	2019 Feb
medulloblastoma AND expression AND MAX[Gene]	26814967	Active medulloblastoma enhancers reveal subgroup-specific cellular origins.	Nature	83	2016 Feb 4
medulloblastoma AND expression AND MAX[Gene]	15519529	Analysis of transcripts from 17p13.3 in medulloblastoma suggests ROX/MNT as a potential tumour suppressor gene.	Eur J Cancer	8	2004 Nov
medulloblastoma AND expression AND MAX[Gene]	17102621	Identification and analysis of tumor suppressor loci at chromosome 10q23.3-10q25.3 in medulloblastoma.	Cell Cycle	7	2006 Oct
medulloblastoma AND expression AND MAX[Gene]	25930724	Phase I trial of weekly MK-0752 in children with refractory central nervous system malignancies: a pediatric brain tumor consortium study.	Childs Nerv Syst	6	2015 Aug
medulloblastoma AND expression AND MAX[Gene]	10778725	Pediatric medulloblastoma: prognostic value of p53, bcl-2, Mib-1, and microvessel density.	J Neurooncol	5	1999
medulloblastoma AND expression AND MAX[Gene]	10446446	Analysis of the Max-binding protein MNT in human medulloblastomas.	Int J Cancer	5	1999 Sep 9
medulloblastoma AND expression AND MAX[Gene]	20876797	Silencing of thrombospondin-1 is critical for myc-induced metastatic phenotypes in medulloblastoma.	Cancer Res	21	2010 Oct 15
medulloblastoma AND expression AND MAX[Gene]	18235219	From cerebellar proliferation to tumorigenesis: new insights into the role of Mad3.	Cell Cycle	18	2008 Feb 15
medulloblastoma AND expression AND MAX[Gene]	27058758	Medulloblastoma-associated DDX3 variant selectively alters the translational response to stress.	Oncotarget	13	2016 May 10
medulloblastoma AND expression AND MAX[Gene]	17893326	A novel role of the Mad family member Mad3 in cerebellar granule neuron precursor proliferation.	Mol Cell Biol	12	2007 Dec
medulloblastoma AND expression AND MAX[Gene]	24847876	Decoding the regulatory landscape of medulloblastoma using DNA methylation sequencing.	Nature	117	2014 Jun 26
medulloblastoma AND expression AND MAX[Gene]	22898254	Discovery of the investigational drug TAK-441, a pyrrolo[3,2-c]pyridine derivative, as a highly potent and orally active hedgehog signaling inhibitor: modification of the core skeleton for improved solubility.	Bioorg Med Chem	11	2012 Sep 15
medulloblastoma AND expression AND MAX[Gene]	30611741	Synergistic activity of BET inhibitor MK-8628 and PLK inhibitor Volasertib in preclinical models of medulloblastoma.	Cancer Lett	1	2019 Mar 31
medulloblastoma AND expression AND MAX[Gene]	28833911	Discovery of a Novel Inhibitor of the Hedgehog Signaling Pathway through Cell-based Compound Discovery and Target Prediction.	Angew Chem Int Ed Engl	1	2017 Oct 9
medulloblastoma AND expression AND MAX[Gene]	31454140	Discovery of the Hedgehog Pathway Inhibitor Pipinib that Targets PI4KIIIß.	Angew Chem Int Ed Engl		2019 Aug 27
medulloblastoma AND expression AND MAX[Gene]	31319483	Simvastatin Induces Apoptosis in Medulloblastoma Brain Tumor Cells via Mevalonate Cascade Prenylation Substrates.	Cancers (Basel)		2019 Jul 17
medulloblastoma AND expression AND MAX[Gene]	30838212	Alternative Splicing of MXD3 and Its Regulation of MXD3 Levels in Glioblastoma.	Front Mol Biosci		2019
medulloblastoma AND expression AND MAX[Gene]	30810905	Differential Expression of Genes for Ubiquitin Ligases in Medulloblastoma Subtypes.	Cerebellum		2019 Jun
medulloblastoma AND expression AND MAX[Gene]	28427187	RITA displays anti-tumor activity in medulloblastomas independent of TP53 status.	Oncotarget		2017 Apr 25
medulloblastoma AND expression AND MAX[Gene]	27592301	The ubiquitin-proteasome system and chromosome 17 in cerebellar granule cells and medulloblastoma subgroups.	Cell Mol Life Sci		2017 Feb
medulloblastoma AND expression AND MLH1[Gene]	17440981	Biallelic germline mutations of mismatch-repair genes: a possible cause for multiple pediatric malignancies.	Cancer	23	2007 Jun 1
medulloblastoma AND expression AND MLH1[Gene]	22976800	Mismatch repair deficiency: a temozolomide resistance factor in medulloblastoma cell lines that is uncommon in primary medulloblastoma tumours.	Br J Cancer	10	2012 Oct 9
medulloblastoma AND expression AND MSH2[Gene]	18095118	Detection of genetic and chromosomal aberrations in medulloblastomas and primitive neuroectodermal tumors with DNA microarrays.	Brain Tumor Pathol	8	2006 Apr
medulloblastoma AND expression AND MSH2[Gene]	29302048	Diagnostic challenges in a child with early onset desmoplastic medulloblastoma and homozygous variants in MSH2 and MSH6.	Eur J Hum Genet	1	2018 Mar
medulloblastoma AND expression AND MSH6[Gene]	19179424	Analysis of microsatellite instability in medulloblastoma.	Neuro Oncol	8	2009 Oct
medulloblastoma AND expression AND MSH6[Gene]	17440981	Biallelic germline mutations of mismatch-repair genes: a possible cause for multiple pediatric malignancies.	Cancer	23	2007 Jun 1
medulloblastoma AND expression AND MSH6[Gene]	29302048	Diagnostic challenges in a child with early onset desmoplastic medulloblastoma and homozygous variants in MSH2 and MSH6.	Eur J Hum Genet	1	2018 Mar
medulloblastoma AND expression AND NBN[Gene]	1	Decrease of Nibrin expression in chronic hypoxia is associated with hypoxia-induced chemoresistance in some brain tumour cells.	BMC Cancer		2019 Apr 3
medulloblastoma AND expression AND NF1[Gene]	26067104	Somatic CRISPR/Cas9-mediated tumour suppressor disruption enables versatile brain tumour modelling.	Nat Commun	66	2015 Jun 11
medulloblastoma AND expression AND NF1[Gene]	17440981	Biallelic germline mutations of mismatch-repair genes: a possible cause for multiple pediatric malignancies.	Cancer	23	2007 Jun 1
medulloblastoma AND expression AND NF1[Gene]	27314542	Using urinary bFGF and TIMP3 levels to predict the presence of juvenile pilocytic astrocytoma and establish a distinct biomarker signature.	J Neurosurg Pediatr	1	2016 Oct
medulloblastoma AND expression AND NF1[Gene]	7657385	Analysis of the GAP-related domain of the neurofibromatosis type 1 (NF1) gene in childhood brain tumors.	Int J Cancer	1	1995 Aug 22
medulloblastoma AND expression AND NF2[Gene]	1	The association of NF2 (neurofibromin 2) gene polymorphism and the risk of medulloblastomas.	Neurol Sci		2018 Jul
medulloblastoma AND expression AND NKX2-1[Gene]	1	Expression of thyroid transcription factor 1 in primary brain tumours.	J Clin Pathol	4	2004 Oct
medulloblastoma AND expression AND NOTCH1[Gene]	23852537	Notch1-induced brain tumor models the sonic hedgehog subgroup of human medulloblastoma.	Cancer Res	7	2013 Sep 1
medulloblastoma AND expression AND NOTCH1[Gene]	25930724	Phase I trial of weekly MK-0752 in children with refractory central nervous system malignancies: a pediatric brain tumor consortium study.	Childs Nerv Syst	6	2015 Aug
medulloblastoma AND expression AND NOTCH1[Gene]	21825264	Phase I trial of MK-0752 in children with refractory CNS malignancies: a pediatric brain tumor consortium study.	J Clin Oncol	50	2011 Sep 10
medulloblastoma AND expression AND NOTCH1[Gene]	20515335	Upregulation of SOX2, NOTCH1, and ID1 in supratentorial primitive neuroectodermal tumors: a distinct differentiation pattern from that of medulloblastomas.	J Neurosurg Pediatr	5	2010 Jun
medulloblastoma AND expression AND NOTCH1[Gene]	25966102	Isolation and characterization of cancer stem cells from medulloblastoma.	Genet Mol Res	3	2015 Apr 13
medulloblastoma AND expression AND NOTCH1[Gene]	19773441	MicroRNA-34a inhibits glioblastoma growth by targeting multiple oncogenes.	Cancer Res	212	2009 Oct 1
medulloblastoma AND expression AND NOTCH1[Gene]	18928660	Notch signaling in pediatric malignancies.	Curr Oncol Rep	20	2008 Nov
medulloblastoma AND expression AND NOTCH1[Gene]	19424825	Differential expression of Notch family members in astrocytomas and medulloblastomas.	Pathol Oncol Res	19	2009 Dec
medulloblastoma AND expression AND NOTCH1[Gene]	21613407	SPARC stimulates neuronal differentiation of medulloblastoma cells via the Notch1/STAT3 pathway.	Cancer Res	15	2011 Jul 15
medulloblastoma AND expression AND NOTCH1[Gene]	15520184	Notch1 and notch2 have opposite effects on embryonal brain tumor growth.	Cancer Res	142	2004 Nov 1
medulloblastoma AND expression AND NOTCH1[Gene]	30297829	Notch1 regulates the initiation of metastasis and self-renewal of Group 3 medulloblastoma.	Nat Commun	1	2018 Oct 8
medulloblastoma AND expression AND NOTCH1[Gene]	19035115	[Differential expression of Notch1 and Notch2 in astrocytoma and medulloblastoma].	Zhonghua Bing Li Xue Za Zhi	1	2008 Jul
medulloblastoma AND expression AND NOTCH1[Gene]	31063715	TSP2 acts as a suppresser of cell invasion, migration and angiogenesis in medulloblastoma by inhibiting the Notch signaling pathway.	Brain Res		2019 Sep 1
medulloblastoma AND expression AND NOTCH2[Gene]	19020777	Characteristic overexpression of the forkhead box transcription factor Foxf1 in Patched-associated tumors.	Int J Mol Med	8	2008 Dec
medulloblastoma AND expression AND NOTCH2[Gene]	23852537	Notch1-induced brain tumor models the sonic hedgehog subgroup of human medulloblastoma.	Cancer Res	7	2013 Sep 1
medulloblastoma AND expression AND NOTCH2[Gene]	22753727	Effects of Zeng Sheng Ping/ACAPHA on malignant brain tumor growth and Notch signaling.	Anticancer Res	3	2012 Jul
medulloblastoma AND expression AND NOTCH2[Gene]	21614651	Upregulation of E2F1 in cerebellar neuroprogenitor cells and cell cycle arrest during postnatal brain development.	In Vitro Cell Dev Biol Anim	3	2011 Aug
medulloblastoma AND expression AND NOTCH2[Gene]	18826648	Musashi1 modulates cell proliferation genes in the medulloblastoma cell line Daoy.	BMC Cancer	28	2008 Sep 30
medulloblastoma AND expression AND NOTCH2[Gene]	19773441	MicroRNA-34a inhibits glioblastoma growth by targeting multiple oncogenes.	Cancer Res	212	2009 Oct 1
medulloblastoma AND expression AND NOTCH2[Gene]	16598417	Expression of Notch and Wnt pathway components and activation of Notch signaling in medulloblastomas from heterozygous patched mice.	J Neurooncol	21	2006 Sep
medulloblastoma AND expression AND NOTCH2[Gene]	19424825	Differential expression of Notch family members in astrocytomas and medulloblastomas.	Pathol Oncol Res	19	2009 Dec
medulloblastoma AND expression AND NOTCH2[Gene]	15520185	The SmoA1 mouse model reveals that notch signaling is critical for the growth and survival of sonic hedgehog-induced medulloblastomas.	Cancer Res	165	2004 Nov 1
medulloblastoma AND expression AND NOTCH2[Gene]	15520184	Notch1 and notch2 have opposite effects on embryonal brain tumor growth.	Cancer Res	142	2004 Nov 1
medulloblastoma AND expression AND NOTCH2[Gene]	24708907	NOTCH ligands JAG1 and JAG2 as critical pro-survival factors in childhood medulloblastoma.	Acta Neuropathol Commun	14	2014 Apr 7
medulloblastoma AND expression AND NOTCH2[Gene]	24695855	SHH, WNT, and NOTCH pathways in medulloblastoma: when cancer stem cells maintain self-renewal and differentiation properties.	Childs Nerv Syst	12	2014 Jul
medulloblastoma AND expression AND NOTCH2[Gene]	19035115	[Differential expression of Notch1 and Notch2 in astrocytoma and medulloblastoma].	Zhonghua Bing Li Xue Za Zhi	1	2008 Jul
medulloblastoma AND expression AND NOTCH2[Gene]	29785653	Valproic acid treatment response in vitro is determined by TP53 status in medulloblastoma.	Childs Nerv Syst		2018 Aug
medulloblastoma AND expression AND NOTCH2[Gene]	28856557	Endothelial Cells Promote Formation of Medulloblastoma Stem-Like Cells via Notch Pathway Activation.	J Mol Neurosci		2017 Oct
medulloblastoma AND expression AND NRG1[Gene]	20515335	Upregulation of SOX2, NOTCH1, and ID1 in supratentorial primitive neuroectodermal tumors: a distinct differentiation pattern from that of medulloblastomas.	J Neurosurg Pediatr	5	2010 Jun
medulloblastoma AND expression AND NRG1[Gene]	9731505	Expression of the ErbB-neuregulin signaling network during human cerebellar development: implications for the biology of medulloblastoma.	Cancer Res	18	1998 Sep 1
medulloblastoma AND expression AND PALB2[Gene]	1	Spectrum and prevalence of genetic predisposition in medulloblastoma: a retrospective genetic study and prospective validation in a clinical trial cohort.	Lancet Oncol	10	2018 Jun
medulloblastoma AND expression AND PAX5[Gene]	17016584	Overexpression of PAX5 in oral carcinogenesis.	Oncol Rep	4	2006 Nov
medulloblastoma AND expression AND PAX5[Gene]	7777574	Deregulated expression of PAX5 in medulloblastoma.	Proc Natl Acad Sci U S A	21	1995 Jun 6
medulloblastoma AND expression AND PAX5[Gene]	27623204	Expression of SOX11, PAX5, TTF-1 and ISL-1 in medulloblastoma.	Pathol Res Pract	2	2016 Nov
medulloblastoma AND expression AND PAX5[Gene]	22552444	PAX2 is an antiapoptotic molecule with deregulated expression in medulloblastoma.	Int J Oncol	2	2012 Jul
medulloblastoma AND expression AND PBRM1[Gene]	1	[Chromatin remodeling defects and cancer: the SWI/SNF example].	Bull Cancer	2	2012 Dec
medulloblastoma AND expression AND PHF6[Gene]	1	The landscape of somatic mutations in epigenetic regulators across 1,000 paediatric cancer genomes.	Nat Commun	111	2014 Apr 8
medulloblastoma AND expression AND PHOX2B[Gene]	1	PHOX2B is a reliable immunomarker in distinguishing peripheral neuroblastic tumours from CNS embryonal tumours.	Histopathology	1	2018 Sep
medulloblastoma AND expression AND PIK3R1[Gene]	1	Docosahexaenoic acid (DHA) sensitizes brain tumor cells to etoposide-induced apoptosis.	Curr Mol Med	5	2011 Aug
medulloblastoma AND expression AND PML[Gene]	15573377	The agnoprotein of polyomaviruses: a multifunctional auxiliary protein.	J Cell Physiol	37	2005 Jul
medulloblastoma AND expression AND PML[Gene]	9926918	Human ubiquitous JCV(CY) T-antigen gene induces brain tumors in experimental animals.	Oncogene	33	1999 Jan 7
