query_text	PMid	pmcrefcount	title	source	pubdate
primitive neuroectodermal tumor of the central nervous system AND NGF[Gene]	10652626	1	Fas (APO-1, CD95) receptor expression and new options for immunotherapy in childhood medulloblastomas.	Anticancer Res	1999 Jul-Aug
primitive neuroectodermal tumor of the central nervous system AND NGF[Gene]	15906158		In vitro human ependymoblastoma cells differentiate after exposure to nerve growth factor.	J Neurocytol	2004 Sep
primitive neuroectodermal tumor of the central nervous system AND NGF[Gene]	9450553		Beta1B subunit of voltage-dependent Ca2+ channels is predominant isoform expressed in human neuroblastoma cell line IMR32.	FEBS Lett	1997 Dec 22
primitive neuroectodermal tumor of the central nervous system AND POLE[Gene]	27683556	51	Immunogenomics of Hypermutated Glioblastoma: A Patient with Germline POLE Deficiency Treated with Checkpoint Blockade Immunotherapy.	Cancer Discov	2016 Nov
primitive neuroectodermal tumor of the central nervous system AND POLE[Gene]	1528392	2	Ectopic intrapelvic medulloepithelioma: case report.	Neuropathol Appl Neurobiol	1992 Aug
primitive neuroectodermal tumor of the central nervous system AND POLE[Gene]	26029311	1	Primitive neuroectodermal tumour of the kidney: An unusual case mimicking renal angiomyolipoma with minimal fat.	Can Urol Assoc J	2015 May-Jun
primitive neuroectodermal tumor of the central nervous system AND POLE[Gene]	1416626		Retinoblastoma, microphthalmia, coloboma, and neuroepithelioma of the pineal body.	Ann Ophthalmol	1992 Aug
primitive neuroectodermal tumor of the central nervous system AND POLE[Gene]	3015761		Primitive neuroectodermal tumour of the central nervous system associated with malignant rhabdoid tumour of the kidney: report of a case.	Histopathology	1986 Jun
primitive neuroectodermal tumor of the central nervous system AND PTCH1[Gene]	20418906	9	Canonical Notch signaling is not required for the growth of Hedgehog pathway-induced medulloblastoma.	Oncogene	2010 Jun 17
primitive neuroectodermal tumor of the central nervous system AND PTCH1[Gene]	25901736	7	Serpine2/PN-1 Is Required for Proliferative Expansion of Pre-Neoplastic Lesions and Malignant Progression to Medulloblastoma.	PLoS One	2015
primitive neuroectodermal tumor of the central nervous system AND PTCH1[Gene]	25859932	7	MiR-206, a Cerebellum Enriched miRNA Is Downregulated in All Medulloblastoma Subgroups and Its Overexpression Is Necessary for Growth Inhibition of Medulloblastoma Cells.	J Mol Neurosci	2015 Jul
primitive neuroectodermal tumor of the central nervous system AND PTCH1[Gene]	18660545	7	PARP-1 cooperates with Ptc1 to suppress medulloblastoma and basal cell carcinoma.	Carcinogenesis	2008 Oct
primitive neuroectodermal tumor of the central nervous system AND PTCH1[Gene]	29531057	5	Lateral cerebellum is preferentially sensitive to high sonic hedgehog signaling and medulloblastoma formation.	Proc Natl Acad Sci U S A	2018 Mar 27
primitive neuroectodermal tumor of the central nervous system AND PTCH1[Gene]	26997276	4	Evasion of Cell Senescence Leads to Medulloblastoma Progression.	Cell Rep	2016 Mar 29
primitive neuroectodermal tumor of the central nervous system AND PTCH1[Gene]	23369240	4	Thickened area of external granular layer and Ki-67 positive focus are early events of medulloblastoma in Ptch1⁺/⁻ mice.	Exp Toxicol Pathol	2013 Sep
primitive neuroectodermal tumor of the central nervous system AND PTCH1[Gene]	26773048	3	MicroRNA Biogenesis and Hedgehog-Patched Signaling Cooperate to Regulate an Important Developmental Transition in Granule Cell Development.	Genetics	2016 Mar
primitive neuroectodermal tumor of the central nervous system AND PTCH1[Gene]	20950430	3	RBP-J is not required for granule neuron progenitor development and medulloblastoma initiated by Hedgehog pathway activation in the external germinal layer.	Neural Dev	2010 Oct 15
primitive neuroectodermal tumor of the central nervous system AND PTCH1[Gene]	19147535	29	Two tumor suppressors, p27Kip1 and patched-1, collaborate to prevent medulloblastoma.	Mol Cancer Res	2009 Jan
primitive neuroectodermal tumor of the central nervous system AND PTCH1[Gene]	24871706	22	Genomic and transcriptomic analyses match medulloblastoma mouse models to their human counterparts.	Acta Neuropathol	2014 Jul
primitive neuroectodermal tumor of the central nervous system AND PTCH1[Gene]	27626168	2	Ex vivo miRNome analysis in Ptch1+/- cerebellum granule cells reveals a subset of miRNAs involved in radiation-induced medulloblastoma.	Oncotarget	2016 Oct 18
primitive neuroectodermal tumor of the central nervous system AND PTCH1[Gene]	24252690	17	Identification of a neuronal transcription factor network involved in medulloblastoma development.	Acta Neuropathol Commun	2013 Jul 11
primitive neuroectodermal tumor of the central nervous system AND PTCH1[Gene]	23115191	15	Tis21 knock-out enhances the frequency of medulloblastoma in Patched1 heterozygous mice by inhibiting the Cxcl3-dependent migration of cerebellar neurons.	J Neurosci	2012 Oct 31
primitive neuroectodermal tumor of the central nervous system AND PTCH1[Gene]	22438824	14	Nos2 inactivation promotes the development of medulloblastoma in Ptch1(+/-) mice by deregulation of Gap43-dependent granule cell precursor migration.	PLoS Genet	2012
primitive neuroectodermal tumor of the central nervous system AND PTCH1[Gene]	19196975	117	The miR-17~92 cluster collaborates with the Sonic Hedgehog pathway in medulloblastoma.	Proc Natl Acad Sci U S A	2009 Feb 24
primitive neuroectodermal tumor of the central nervous system AND PTCH1[Gene]	25775002	11	Hedgehog signaling pathway is active in GBM with GLI1 mRNA expression showing a single continuous distribution rather than discrete high/low clusters.	PLoS One	2015
primitive neuroectodermal tumor of the central nervous system AND PTCH1[Gene]	21633906	10	Bortezomib stabilizes NOXA and triggers ROS-associated apoptosis in medulloblastoma.	J Neurooncol	2011 Dec
primitive neuroectodermal tumor of the central nervous system AND PTCH1[Gene]	24862798	1	Inhibitory potential of postnatal treatment with cyclopamine, a hedgehog signaling inhibitor, on medulloblastoma development in Ptch1 heterozygous mice.	Toxicol Pathol	2014 Dec
primitive neuroectodermal tumor of the central nervous system AND PTCH1[Gene]	22937732		Development of an early induction model of medulloblastoma in Ptch1 heterozygous mice initiated with N-ethyl-N-nitrosourea.	Cancer Sci	2012 Dec
primitive neuroectodermal tumor of the central nervous system AND RASGRP3[Gene]	1	1	Expression of KIAA 0864 protein in neuroepithelial tumors: an analysis based on the presence of monoclonal antibody HFB-16.	J Neurooncol	2008 Sep
primitive neuroectodermal tumor of the central nervous system AND SCT[Gene]	16400336	7	Topotecan, thiotepa, and carboplatin for neuroblastoma: failure to prevent relapse in the central nervous system.	Bone Marrow Transplant	2006 Feb
primitive neuroectodermal tumor of the central nervous system AND SCT[Gene]	27434878	5	Prognostic significance of pattern and burden of metastatic disease in patients with stage 4 neuroblastoma: A study from the International Neuroblastoma Risk Group database.	Eur J Cancer	2016 Sep
primitive neuroectodermal tumor of the central nervous system AND SCT[Gene]	26181425	1	An Infant With Medulloepithelioma Successfully Treated by High-dose Chemotherapy Followed by Autologous Peripheral Blood Stem Cell Transplantation Without Radiotherapy.	J Pediatr Hematol Oncol	2015 Aug
primitive neuroectodermal tumor of the central nervous system AND SHC3[Gene]	1	38	Tyrosine phosphorylation of the beta-amyloid precursor protein cytoplasmic tail promotes interaction with Shc.	J Biol Chem	2002 May 10
primitive neuroectodermal tumor of the central nervous system AND SNCAIP[Gene]	1	9	The long noncoding RNA linc-NeD125 controls the expression of medulloblastoma driver genes by microRNA sponge activity.	Oncotarget	2017 May 9
primitive neuroectodermal tumor of the central nervous system AND ZIC1[Gene]	12499499	7	Cerebellar degeneration and autoimmunity to zinc-finger proteins of the cerebellum.	Neurology	2002 Dec 24
primitive neuroectodermal tumor of the central nervous system AND ZIC1[Gene]	25921740	4	Characterization of cancer stem cells and primary cilia in medulloblastoma.	CNS Neurol Disord Drug Targets	2015
primitive neuroectodermal tumor of the central nervous system AND ZIC1[Gene]	11015565	27	Genes differentially expressed in medulloblastoma and fetal brain.	Physiol Genomics	1999 Aug 31
primitive neuroectodermal tumor of the central nervous system AND ZIC1[Gene]	21150899	239	Subtypes of medulloblastoma have distinct developmental origins.	Nature	2010 Dec 23
synovial sarcoma AND brca1[Gene]	23833051	13	Challenges and controversies in the diagnosis of malignant mesothelioma: Part 2. Malignant mesothelioma subtypes, pleural synovial sarcoma, molecular and prognostic aspects of mesothelioma, BAP1, aquaporin-1 and microRNA.	J Clin Pathol	2013 Oct
synovial sarcoma AND brca1[Gene]	27077926	1	Trabectedin is a promising antitumour agent for synovial sarcoma.	J Chemother	2016 Oct
undifferentiated spindle cell sarcoma AND ENG[Gene]	25503931	2	Soluble endoglin antagonizes Met signaling in spindle carcinoma cells.	Carcinogenesis	2015 Feb
undifferentiated spindle cell sarcoma AND ENG[Gene]	6929181	14	Abdominosacral approach for retrorectal tumors.	Ann Surg	1980 May
undifferentiated spindle cell sarcoma AND ENG[Gene]	23088614	10	BMP and TGFbeta pathways in human central chondrosarcoma: enhanced endoglin and Smad 1 signaling in high grade tumors.	BMC Cancer	2012 Oct 22
undifferentiated spindle cell sarcoma AND ERF[Gene]	1	10	Expression of a 91-kilodalton PEA3-binding protein is down-regulated during differentiation of F9 embryonal carcinoma cells.	Mol Cell Biol	1992 May
undifferentiated spindle cell sarcoma AND ETV1[Gene]	12186432	3	Detection of chimeric genes in Ewing's sarcoma and its clinical applications.	Biol Pharm Bull	2002 Aug
undifferentiated spindle cell sarcoma AND ETV1[Gene]	17690209	22	Undifferentiated small round cell sarcomas with rare EWS gene fusions: identification of a novel EWS-SP3 fusion and of additional cases with the EWS-ETV1 and EWS-FEV fusions.	J Mol Diagn	2007 Sep
undifferentiated spindle cell sarcoma AND ETV1[Gene]	27790742	2	The utility of ETV1, ETV4 and ETV5 RNA in-situ hybridization in the diagnosis of CIC-DUX sarcomas.	Histopathology	2017 Mar
undifferentiated spindle cell sarcoma AND ETV1[Gene]	29480450		[Ewing sarcomas and Ewing-like sarcomas : New aspects].	Pathologe	2018 Mar
undifferentiated spindle cell sarcoma AND GFRA1[Gene]	1	2	The testicular transcriptome associated with spermatogonia differentiation initiated by gonadotrophin stimulation in the juvenile rhesus monkey (Macaca mulatta).	Hum Reprod	2017 Oct 1
undifferentiated spindle cell sarcoma AND IGF2[Gene]	24804818	4	High IGF2 and FGFR3 are associated with tumour progression in undifferentiated pleomorphic sarcomas, but EGFR and FGFR3 mutations are a rare event.	J Cancer Res Clin Oncol	2014 Aug
undifferentiated spindle cell sarcoma AND IGF2[Gene]	19407853	16	Expression of insulin-like growth factor 2 in mesenchymal neoplasms.	Mod Pathol	2009 Jul
undifferentiated spindle cell sarcoma AND IGF2[Gene]	19586133		IGF2 is highly expressed in pediatric undifferentiated sarcomas and reveals two distinct cytoplasmic trafficking patterns.	Pediatr Dev Pathol	2010 May-Jun
undifferentiated spindle cell sarcoma AND NTRK1[Gene]	29553955	5	NTRK Fusions Define a Novel Uterine Sarcoma Subtype With Features of Fibrosarcoma.	Am J Surg Pathol	2018 Jun
undifferentiated spindle cell sarcoma AND NTRK1[Gene]	30134855	1	A primary undifferentiated pleomorphic sarcoma of the lumbosacral region harboring a LMNA-NTRK1 gene fusion with durable clinical response to crizotinib: a case report.	BMC Cancer	2018 Aug 22
undifferentiated spindle cell sarcoma AND NTRK1[Gene]	29533464		Genetic analyses of undifferentiated small round cell sarcoma identifies a novel sarcoma subtype with a recurrent CRTC1-SS18 gene fusion.	J Pathol	2018 Jun
undifferentiated spindle cell sarcoma AND PDGFRB[Gene]	26298629	7	VEGFR2 predicts decreased patients survival in soft tissue sarcomas.	Pathol Res Pract	2015 Oct
undifferentiated spindle cell sarcoma AND PDGFRB[Gene]	24804818	4	High IGF2 and FGFR3 are associated with tumour progression in undifferentiated pleomorphic sarcomas, but EGFR and FGFR3 mutations are a rare event.	J Cancer Res Clin Oncol	2014 Aug
undifferentiated spindle cell sarcoma AND PDGFRB[Gene]	21254299	3	Array comparative genomic hybridization reveals frequent alterations of G1/S checkpoint genes in undifferentiated pleomorphic sarcoma of bone.	Genes Chromosomes Cancer	2011 May
undifferentiated spindle cell sarcoma AND PDGFRB[Gene]	29113426	2	Activating mutation of &lt;i&gt;PDGFRB&lt;/i&gt; gene in a rare cardiac undifferentiated intimal sarcoma of the left atrium: a case report.	Oncotarget	2017 Oct 6
undifferentiated spindle cell sarcoma AND PDGFRB[Gene]	23435725	2	Endometrial stromal sarcoma: clinicopathological and immunophenotypic study of 16 cases.	Arch Gynecol Obstet	2013 Aug
undifferentiated spindle cell sarcoma AND PRKAR1A[Gene]	1	6	Genomic landscape of endometrial stromal sarcoma of uterus.	Oncotarget	2015 Oct 20
undifferentiated spindle cell sarcoma AND SLC27A3[Gene]	1	7	Genomic signatures predict poor outcome in undifferentiated pleomorphic sarcomas and leiomyosarcomas.	PLoS One	2013
undifferentiated spindle cell sarcoma AND THY1[Gene]	1	12	Evidence that the local effect of ultraviolet radiation on the growth of murine melanomas is immunologically mediated.	Cancer Res	1991 Aug 15
